;PhyloTree.org - mtDNA tree Build 17 (18 Feb 2016);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M1a1d; 150  8270  8281-8289d ;;;;;;;;;;;;EF060325;EF060327
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a1e; 3906A ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M1a1e1; 9629 ;;;;;;;;;;;;EF060333;KC152582
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M1a1e2; 11914 ;;;;;;;;;;;;EF060332;HM852804
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a1f; 6378 ;;;;;;;;;;;;;EF060328;KC152594
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a1g; 12873  14793  15287  16261 ;;;;;;;;;;;;;KC152575;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a1h; 15514  16278 ;;;;;;;;;;;;;DQ341082;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a1i; 204  @263  9845  16527 ;;;;;;;;;;;;;JQ703063;HG01272
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a2; 15884 ;;;;;;;;;;;;;;EF060340;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a2a; 152  (513)  15172 ;;;;;;;;;;;;;AF381984;DQ779927
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a2b; 593  16260  16320 ;;;;;;;;;;;;;EF060337;KC152570
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a3; 13637  @16223 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a3a; 6473 ;;;;;;;;;;;;;EF177443;EF060342
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a3b; 12414 ;;;;;;;;;;;;;GU122999;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M1a3b1; 1503  6253  @16129 ;;;;;;;;;;;;KC152560;EU200765
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M1a3b2; 9740 ;;;;;;;;;;;;EF060343;JX153066
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a4; 3513  8607 ;;;;;;;;;;;;;;EF060348;EF060349
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a4a; 10667  16465 ;;;;;;;;;;;;;EF060346;EF060347
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a5; 10694  13215  13722  14323  14515  15770  15799  @16129 ;;;;;;;;;;;;;;EF060351;EF060350
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a6; 954 ;;;;;;;;;;;;;;KC152573;EF060344
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a7; 16357 ;;;;;;;;;;;;;;KC152588;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1a8; 5773 ;;;;;;;;;;;;;;EF060345;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1a8a; 5054  15217 ;;;;;;;;;;;;;JQ702011;JX154038
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M1b; 13111 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1b1; 466  4936  8868  15247G  16185 ;;;;;;;;;;;;;;KC152542;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1b1a; 200  11671 ;;;;;;;;;;;;;EF060353;EF060354
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1b1b; 6179  6815 ;;;;;;;;;;;;;EF060352;KC152586
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M1b2; 10895  16399 ;;;;;;;;;;;;;;EF060361;DQ779932
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1b2a; 11377  16291 ;;;;;;;;;;;;;EF060355;EF060357
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1b2b; 3705  12007  16362 ;;;;;;;;;;;;;KC152557;EF060358
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M1b2c; 1007 ;;;;;;;;;;;;;EF060362;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M20; 152  249d  316  3200  3714  4385T  4772  7433  8853  9127  9512  10274  10679  11914  12354  14974  15691  16129  16209  16272 ;;;;;;;;;;;;;;;;AP012349;JX289112
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M51; 150  4697  4973  9509  14356  14687  15317  16278 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M51a; 12236 ;;;;;;;;;;;;;;;KC505097;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M51a1; 732  12715  16294 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M51a1a; 185  2045  3105  9716  12468  16129 ;;;;;;;;;;;;;HM596693;GQ301874
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M51a1b; 7738  9233  12025  14315  14323  15862  16234 ;;;;;;;;;;;;;EU597554;KC505102
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M51a2; 1822  4136  5461  9100  14527  15383  16189 ;;;;;;;;;;;;;;GQ301870;GQ301882
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M51b; 2833 ;;;;;;;;;;;;;;;KC505098;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M51b1; 12012  12609  16311 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M51b1a; 8119  11470 ;;;;;;;;;;;;;GQ301879;KC505099
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M51b1b; 3565  3999  4336  7642  13105  13768  13928C  14417  16145 ;;;;;;;;;;;;;KC505100;KC505101
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;M2; 447G  1780  11083  15670  16274 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M2a'b; 8502  16319 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M2a; 7961  12810 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2a1; 204  5252  8396  9758  16270  16352 ;;;;;;;;;;;;;;EU443499;EU597558
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2a1a; 195  @16274 ;;;;;;;;;;;;;EU443460;EU597516
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M2a1a1; 7472  14693 ;;;;;;;;;;;;EU443472;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M2a1a1a; 11084 ;;;;;;;;;;;EU443508;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;M2a1a1a1; 16172  16234 ;;;;;;;;;;FJ383240;EU443473
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M2a1a1b; 11339 ;;;;;;;;;;;EU443507;FJ383286
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;M2a1a1b1; 16256 ;;;;;;;;;;EU443509;FJ383285
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M2a1a2; 16243 ;;;;;;;;;;;;EU443493;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M2a1a2a; 12501 ;;;;;;;;;;;EU443494;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;M2a1a2a1; 199  10819  16230 ;;;;;;;;;;FJ383280;EU443477
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;M2a1a2a1a; 961 ;;;;;;;;;FJ383276;EU443480
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 207 ;;;;;;;;;;;;EU443506;GU480005
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M2a1a3; 198  482 ;;;;;;;;;;;EU443502;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; 16093 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;M2a1a3a; 16295 ;;;;;;;;;EU443470;EU443501
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;M2a1a3a1; 16147 ;;;;;;;;EU443467;FJ383273
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;M2a1a3b; 11864 ;;;;;;;;;FJ383272;EU443468
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2a1b; 1462  4216  15700  15924  16017  16075  16278 ;;;;;;;;;;;;;EU443454;EU443456
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2a1c; 335  526 ;;;;;;;;;;;;;EU443443;EU443445
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2a2; 7702  11041A  12657  13708  16240C  16311 ;;;;;;;;;;;;;;EU443487;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2a2a; 6035  8395 ;;;;;;;;;;;;;FJ383239;EU443474
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2a3; 146  5426  5774  7762 ;;;;;;;;;;;;;;EU443450;EU443505
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2a3a; 16265C ;;;;;;;;;;;;;EU443447;EU443513
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M2b; 152  182  195  1453  2831T  3630  5744  6647  9899  13254  @14766  16169.1C  16189  16320 ;;;;;;;;;;;;;;;EU443512;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2b1; 5420  6260 ;;;;;;;;;;;;;;EU443481;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2b1a; 214  1677  2392  2707C  11016  16256 ;;;;;;;;;;;;;EU443483;EU443504
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2b1b; 471  549  5263  5480  5747  7337  8632  9233  15777C ;;;;;;;;;;;;;EU443496;EU443498
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2b2; 16295 ;;;;;;;;;;;;;;EU443463;EU443459
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2b3; 11377 ;;;;;;;;;;;;;;AY922305;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M2b3a; 146  16136 ;;;;;;;;;;;;;EU443449;FJ383267
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M2b4; 459d  4823  6128  8556  16240C ;;;;;;;;;;;;;;EU443484;EU443486
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M2c; 1598  4216  13212  14800 ;;;;;;;;;;;;;;;;KC911426;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;M3; 482  16126 ;;;;;;;;;;;;;;;;;DQ408676;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M3a; 4580 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M3a1; 4703 ;;;;;;;;;;;;;;;FJ383527;JX462712
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 204 ;;;;;;;;;;;;;;JQ704107;FJ383536
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M3a1a; 14476 ;;;;;;;;;;;;;FJ383514;FJ383518
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M3a1b; 10845 ;;;;;;;;;;;;;KC911530;JX462700
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M3a2; 5783  10727 ;;;;;;;;;;;;;;;AY922266;JQ702439
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M3a2a; 150  4562  8988 ;;;;;;;;;;;;;;FJ383531;FJ383530
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M3b; 6353  9010  12031A ;;;;;;;;;;;;;;;;FJ383513;FJ383523
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M3c; 9064 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; 152 ;;;;;;;;;;;;;;;FJ383542;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M3c1; 10365  10632  14440  @16126  16189  16294 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M3c1a; 15097 ;;;;;;;;;;;;;JX462722;FJ770965
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M3c1b; 6366  7598  14587  16179 ;;;;;;;;;;;;;FJ383459;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M3c1b1; 11016  16124 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M3c1b1a; 8856  16319 ;;;;;;;;;;;FJ383468;FJ383460
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M3c1b1b; 15323 ;;;;;;;;;;;FJ383471;FJ383462
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M3c2; 16154 ;;;;;;;;;;;;;;;GU810074;FJ383541
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M3d; 11827  16344 ;;;;;;;;;;;;;;;;DQ246829;JF742212
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M3d1; 10238  13820 ;;;;;;;;;;;;;;;FJ770946;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M3d1a; 12813 ;;;;;;;;;;;;;;JF742206;KC505095
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M3d1a1; 13836 ;;;;;;;;;;;;;KF056282;KF056281
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;M4'67; 12007 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;; 16311 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M4; 6620  7859  16145  16261 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M4a; 16176 ;;;;;;;;;;;;;;KC911394;FJ383293
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M4b; 152  15466  16086 ;;;;;;;;;;;;;;DQ408679;KC911313
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M65; 511 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M65a; 4916  13651  16289 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M65a1; 1664  6584  8251  11413  15924 ;;;;;;;;;;;;;AY922291;JX462703
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;; @16311 ;;;;;;;;;;;;;JX289111;HM036536
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M65a2; 4655  5302 ;;;;;;;;;;;;HM036576;HM030533
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M65b; 241  3398  8865 ;;;;;;;;;;;;;;FJ383297;AY922261
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M67; 143  2833  4227  5979  6267  6366  9863  12406  13708  15769  15833  16075  16169 ;;;;;;;;;;;;;;;FJ383300;FJ383294
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M18'38; 246 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M18; 12498  13135  16318T ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M18a; 93  194 ;;;;;;;;;;;;;;KC911475;FJ383336
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M18b; 8277  14587  16325 ;;;;;;;;;;;;;;JQ705662;FJ383335
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M18c; 7853  8206  16311 ;;;;;;;;;;;;;;JX289108;FJ383337
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M38; 4099  15314  15487 ;;;;;;;;;;;;;;;JX289116;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M38a; 189  1808  6267  6899  9966 ;;;;;;;;;;;;;;AY922286;AY922290
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 195 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M38b; 146  153  644  3591  3987  6881  7844  8047  11050  16189 ;;;;;;;;;;;;;FJ383403;FJ383404
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M38c; 629  1503  9186  10748  12103  14569  14914 ;;;;;;;;;;;;;FJ383397;FJ383395
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 199 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M38d; 6297  7356  14944  16093  16184  16260A  16266 ;;;;;;;;;;;;;FJ770947;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M38e; 488  2833  4654  6815  8289.1CCCCCTCTA  9438  14706  16311 ;;;;;;;;;;;;;FJ770963;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M30; 195A  15431 ;;;;;;;;;;;;;;;;FJ383657;FJ383658
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M30a; 513 ;;;;;;;;;;;;;;;FJ383662;FJ383663
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M30a1; 6366 ;;;;;;;;;;;;;;AY922254;AY289072
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M30a2; 11935 ;;;;;;;;;;;;;;FJ383660;FJ383665
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M30b; 152  5147  16278  16311 ;;;;;;;;;;;;;;;AY289071;JQ702987
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M30c; 146  12234 ;;;;;;;;;;;;;;;AF382013;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M30c1; 16166d ;;;;;;;;;;;;;;AY922268;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M30c1a; 16069 ;;;;;;;;;;;;;HM036539;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M30c1a1; 9966 ;;;;;;;;;;;;EF556149;AY922257
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M30d; 15259  (16302) ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M30d1; 1598 ;;;;;;;;;;;;;;KC533457;FJ383656
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M30d2; 10160 ;;;;;;;;;;;;;;FJ383668;AY922255
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; 16234 ;;;;;;;;;;;;;;;EU597504;AY922258
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M30e; 152  6620  13303 ;;;;;;;;;;;;;;FJ383676;FJ383679
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M30f; 5894  16368 ;;;;;;;;;;;;;;;FJ383674;DQ246818
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M30g; 204  6119 ;;;;;;;;;;;;;;;JF742213;FJ383671
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M37; 10556 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; 152 ;;;;;;;;;;;;;;;FJ383686;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 151 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M37a; 2074d ;;;;;;;;;;;;;FJ383685;AY922265
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M37a1; 9055 ;;;;;;;;;;;;HQ541751;FJ383690
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M37d; 9287 ;;;;;;;;;;;;;FJ383687;FJ383688
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M37e; 11050  16111  16189  16295 ;;;;;;;;;;;;;;;AY922267;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M37e2; 16224 ;;;;;;;;;;;;;;FJ383684;FJ383694
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M43; 709  10316  11696  12636 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; 16311 ;;;;;;;;;;;;;;;JX289107;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M43a; 14305 ;;;;;;;;;;;;;;AY922301;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M43a1; 11963  13656  13966  16362 ;;;;;;;;;;;;;FJ770954;JF742207
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M43b; 15148  16000T ;;;;;;;;;;;;;;;JF742211;FJ383428
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M45; 146  4734  16189 ;;;;;;;;;;;;;;;;FJ748709;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M45a; 143  152  @2706  7049  9180  16300 ;;;;;;;;;;;;;;;HM030535;FJ383437
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M54; 9374  12414  15848  16304 ;;;;;;;;;;;;;;;;KF056272;GU810077
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M63; 214  (709)  4991  5046  11437  12897  13089  13194  16172  16192  (16248) ;;;;;;;;;;;;;;;;FJ383738;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M64; 152  5201  8843  9947  10685  13105  15355  15968  16263  16527 ;;;;;;;;;;;;;;;;FJ383813;EF556193
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M66; 195  1888  4541  6827  9061  16184 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M66a; 6221  12501 ;;;;;;;;;;;;;;;FJ770971;GU480012
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M66b; 198 ;;;;;;;;;;;;;;;JX462692;AY922283
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;M5; 1888  16129 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M5a'd; 709  3921  14323 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M5a; 12477 ;;;;;;;;;;;;;;;EF556195;DQ408675
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5a1; 4916  15287  16291 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M5a1a; (185)  (334)  9064  11016 ;;;;;;;;;;;;;AY922289;DQ112875
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M5a1b; 1303  6461 ;;;;;;;;;;;;;EF583176;FJ383568
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5a2; 4454 ;;;;;;;;;;;;;;AY922259;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M5a2a; 15262 ;;;;;;;;;;;;;FJ383552;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M5a2a1; 8886 ;;;;;;;;;;;;FJ770949;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;M5a2a1a; 16265C ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;M5a2a1a1; 12372 ;;;;;;;;;;HM030518;FJ383564
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;M5a2a1a2; 16264 ;;;;;;;;;;FJ383555;AY922285
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M5a2a2; 3399  16144A ;;;;;;;;;;;;FJ383577;AY922273
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M5a2a3; 13590  16114A ;;;;;;;;;;;;FJ383547;FJ383544
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;M5a2a4; 199  4991  8158  10685 ;;;;;;;;;;;;EU597563;KC911557
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5a3; 194  16295 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M5a3a; 6378  8547 ;;;;;;;;;;;;;FJ383581;FJ383580
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M5a3b; 7421  16189 ;;;;;;;;;;;;;FJ383559;FJ383561
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5a4; 146  10547  16224  16311 ;;;;;;;;;;;;;;FJ383554;FJ383590
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5a5; 11914  15672 ;;;;;;;;;;;;;;FJ383569;FJ383566
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M5d; 146  3826  13215  16311 ;;;;;;;;;;;;;;;FJ383557;FJ770955
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;M5b'c; 13368 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;M5b; 8784T ;;;;;;;;;;;;;;;KC577360;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5b1; 5147  14066  16086  16108  16278 ;;;;;;;;;;;;;;FJ383543;FJ383589
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;M5b2; 3744  16048 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;M5b2a; 8005  16390 ;;;;;;;;;;;;;FJ383575;AY922292
;;;;;;;;;;;;;;;;;;;;;;;;;;
